short_name_ENG_i,short_name_ENG_j,f_ij,n_ij
Dibutyl and dioctyl ortho,Medicaments of alkaloids ,20,2
Dibutyl and dioctyl ortho,Distribution services of ,3,1
Dibutyl and dioctyl ortho,Steam and hot water suppl,14,1
Dibutyl and dioctyl ortho,Treatment and distributio,12,1
Dibutyl and dioctyl ortho,"Diazo-, azo- or azoxy-com",9,1
Dibutyl and dioctyl ortho,Methylamine; di- or trime,9,1
Dibutyl and dioctyl ortho,Glycosides and vegetable ,9,1
Dibutyl and dioctyl ortho,Essential oils,8,2
Dibutyl and dioctyl ortho,Ion-exchangers; getters f,8,1
Dibutyl and dioctyl ortho,Phenolphthalein; 1-Hydrox,7,2
Dibutyl and dioctyl ortho,Medicaments containing in,7,2
Dibutyl and dioctyl ortho,Acrylic acid and its salt,6,3
Dibutyl and dioctyl ortho,Acyclic ethers and their ,6,1
Dibutyl and dioctyl ortho,"Chillies and peppers, dry",6,1
Dibutyl and dioctyl ortho,"Tetrahydrofuran, 2-Furald",6,2
Dibutyl and dioctyl ortho,Acetone,6,1
Dibutyl and dioctyl ortho,Medicaments containing pe,5,2
Dibutyl and dioctyl ortho,Methanol (methyl alcohol),5,1
Dibutyl and dioctyl ortho,Monoethanolamine and its ,5,2
Dibutyl and dioctyl ortho,"Dried onions, whole, cut,",4,2
Dibutyl and dioctyl ortho,Other prepared dishes and,4,2
Dibutyl and dioctyl ortho,"Hormones, prostaglandins,",3,1
Dibutyl and dioctyl ortho,"Antisera, other immunolog",3,1
Dibutyl and dioctyl ortho,Ureines and their derivat,3,1
Dibutyl and dioctyl ortho,Cereal flours (excluding ,3,1
Dibutyl and dioctyl ortho,Herbal Infusions,3,1
Dibutyl and dioctyl ortho,"Beauty, make-up and skin ",2,1
Dibutyl and dioctyl ortho,Dietary supplements (prod,2,1
Dibutyl and dioctyl ortho,Caramel,2,3
Dibutyl and dioctyl ortho,"Lysine and its esters, an",2,2
Dibutyl and dioctyl ortho,"Other organic compounds, ",2,1
Dibutyl and dioctyl ortho,"Cinnamon (canella), proce",1,1
Dibutyl and dioctyl ortho,"Preserved tomatoes, whole",1,1
Dibutyl and dioctyl ortho,Refined cane or beet suga,1,1
Dibutyl and dioctyl ortho,Thiocarbamates and dithio,1,2
Dibutyl and dioctyl ortho,Ethyl acetate,1,2
Dibutyl and dioctyl ortho,Monophenols,1,1
Dibutyl and dioctyl ortho,Ethylene glycol (ethanedi,1,1
Dibutyl and dioctyl ortho,Disinfectants based on qu,1,1
Dibutyl and dioctyl ortho,Pigments and preparations,1,1
Dibutyl and dioctyl ortho,Antibiotics,1,1
Natural or artificial abr,Tapping tools for working,1,1
Natural or artificial abr,Parts and accessories of ,1,1
Flat-rolled products of i,Metal parts (excluding tu,16,1
Flat-rolled products of i,Bumpers and parts thereof,9,1
Flat-rolled products of i,Household gas tariff (to ,9,1
Flat-rolled products of i,Iron or steel equipment f,7,1
Flat-rolled products of i,Repair and maintenance of,1,1
Flat-rolled products of i,Railway or tramway track ,2,2
Flat-rolled products of i,Multiple-walled insulatin,6,1
Flat-rolled products of i,Sub-contracted operations,1,1
Flat-rolled products of i,Parts of bearing housings,3,1
Flat-rolled products of i,Tapping tools for working,2,1
Flat-rolled products of i,Parts of machinery of HS ,1,1
Flat-rolled products of i,Parts and accessories of ,1,1
Flat-rolled products of i,Flat pallets and pallet c,2,1
Flat-rolled products of i,Parts of machinery and ap,2,1
Flat-rolled products of i,Parts for boring or sinki,1,2
Flat-rolled products of i,Heat water or steam heat ,1,1
Flat-rolled products of i,"Plastic boxes, cases, cra",2,1
Flat-rolled products of i,Seats for aircraft; parts,1,1
Flat-rolled products of i,Parts of machinery for ma,1,1
Flat-rolled products of i,Secondary raw material of,1,1
Flat-rolled products of i,"Tanks, casks, drums, cans",1,1
Flat-rolled products of i,Flat-rolled products of i,1,4
Flat-rolled products of i,Uncoated cold-rolled shee,1,2
Flat-rolled products of i,Cold-rolled narrow strip ,1,2
Flat-rolled products of i,"Bars and rods, of non-all",1,1
Flat-rolled products of i,"Clad, cold-rolled narrow ",1,1
Flat-rolled products of i,Flat-rolled products of a,1,1
Flat-rolled products of i,"Tinplate, other tinned sh",1,2
Flat-rolled products of i,"Tubes and pipes, of circu",1,1
Flat-rolled products of i,Wooden frames for paintin,1,1
Flat-rolled products of i,"Hydraulic systems, with c",1,1
Flat-rolled products of i,Bearing housings incorpor,1,1
Flat-rolled products of i,Gear boxes for stationary,1,1
Flat-rolled products of i,Parts of air and vacuum p,1,1
Flat-rolled products of i,Parts of pumps for liquid,1,1
Flat-rolled products of i,Parts and accessories for,1,3
Flat-rolled products of i,"Printed newspapers, journ",1,1
"Chassis for trailers, sem",Metal parts (excluding tu,56,2
"Chassis for trailers, sem",Turned metal parts for ta,46,3
"Chassis for trailers, sem",Iron or steel equipment f,30,6
"Chassis for trailers, sem",Bumpers and parts thereof,27,1
"Chassis for trailers, sem",Wet painting and varnishi,21,1
"Chassis for trailers, sem",The order of part operati,20,1
"Chassis for trailers, sem",Repair and maintenance se,1,1
"Chassis for trailers, sem",Railway or tramway track ,15,2
"Chassis for trailers, sem",Repair and maintenance of,1,1
"Chassis for trailers, sem",Safety seat belts,13,1
"Chassis for trailers, sem",Articles of cellular rubb,13,2
"Chassis for trailers, sem",Other trailers and semi-t,11,3
"Chassis for trailers, sem",Sub-contracted operations,1,1
"Chassis for trailers, sem",Bodies for motor cars and,9,2
"Chassis for trailers, sem",Parts of machinery of HS ,3,2
"Chassis for trailers, sem",Parts and accessories for,1,2
"Chassis for trailers, sem",Parts of air and vacuum p,8,1
"Chassis for trailers, sem",Hard rubber or plastic co,7,1
"Chassis for trailers, sem","Other plates..., of polym",7,1
"Chassis for trailers, sem",Parts of machinery and ap,7,1
"Chassis for trailers, sem",Parts of electrical signa,7,1
"Chassis for trailers, sem","Parts of agricultural, ho",6,3
"Chassis for trailers, sem",Machines for treating met,5,1
"Chassis for trailers, sem",Parts for boring or sinki,5,2
"Chassis for trailers, sem",Overhead travelling crane,5,1
"Chassis for trailers, sem",Rubber compounded with ca,5,2
"Chassis for trailers, sem",Plastic fittings for furn,4,1
"Chassis for trailers, sem",Rubber transmission belts,4,1
"Chassis for trailers, sem","Bars and rods, of non-all",4,1
"Chassis for trailers, sem","Non-cellular plates, shee",4,1
"Chassis for trailers, sem",Iron or steel hot-worked ,4,1
"Chassis for trailers, sem","Reconditioning, assembly,",4,2
"Chassis for trailers, sem",Numerically controlled be,4,2
"Chassis for trailers, sem",Parts of pumps for liquid,4,1
"Chassis for trailers, sem",Parts of bearing housings,4,1
"Chassis for trailers, sem",Gear boxes for stationary,4,1
"Chassis for trailers, sem",Pulley tackle and hoists ,4,1
"Chassis for trailers, sem",Numerical control panels ,4,1
"Chassis for trailers, sem",Parts and accessories of ,1,1
"Chassis for trailers, sem",Electrical apparatus for ,4,1
"Chassis for trailers, sem",Electric soldering irons ,4,2
"Chassis for trailers, sem","Tubes and pipes, of circu",2,1
"Chassis for trailers, sem",Base stations,3,1
"Chassis for trailers, sem",Repair services of tarpau,3,2
"Chassis for trailers, sem",Test benches,3,1
"Chassis for trailers, sem",Screws and bolts for fixi,3,1
"Chassis for trailers, sem",Heat exchange units,3,1
"Chassis for trailers, sem","Teleferics, chair-lifts, ",3,1
"Chassis for trailers, sem",Plugs and sockets for coa,3,1
"Chassis for trailers, sem",Non-automatic lubricating,3,1
"Chassis for trailers, sem",Cooling towers and simila,3,1
"Chassis for trailers, sem",Hydraulic cylinders,3,1
"Chassis for trailers, sem",Machines with translation,3,1
"Chassis for trailers, sem",Parts of gas turbines (ex,3,1
"Chassis for trailers, sem",Parts suitable for use so,1,1
"Chassis for trailers, sem",Bearing housings incorpor,3,1
"Chassis for trailers, sem",Cranks and crankshafts,3,1
"Chassis for trailers, sem",Parts of locomotives or r,3,1
"Chassis for trailers, sem",Other electric conductors,3,1
"Chassis for trailers, sem",Numerically controlled pu,3,2
"Chassis for trailers, sem","Boards, panels, consoles,",3,1
"Chassis for trailers, sem",Parts for machines for as,3,1
"Chassis for trailers, sem","Cases, boxes, crates, dru",3,1
"Chassis for trailers, sem","Tarpaulins, awnings and s",3,1
"Chassis for trailers, sem",Ferrite cores of transfor,2,1
"Chassis for trailers, sem",Multichip integrated circ,2,1
"Chassis for trailers, sem","Washers, rivets, cotters,",2,1
"Chassis for trailers, sem","Trunking, ducting and cab",2,1
"Chassis for trailers, sem",Parts of electrical telep,2,1
"Chassis for trailers, sem",Electronic thermostats,2,1
"Chassis for trailers, sem",Electric motors of an out,2,1
"Chassis for trailers, sem",Electronic gas or smoke a,2,1
"Chassis for trailers, sem",Fire-fighting vehicles,2,2
"Chassis for trailers, sem",Containers specially desi,2,2
"Chassis for trailers, sem",Rectifiers (excluding of ,2,1
"Chassis for trailers, sem","Appliance cords, extensio",2,1
"Chassis for trailers, sem",Searchlights and spotligh,2,1
"Chassis for trailers, sem",Iron or steel roller chai,2,1
"Chassis for trailers, sem","Hydraulic systems, with c",2,1
"Chassis for trailers, sem","Tubes and pipes, of non-c",2,1
"Chassis for trailers, sem","Plates, sheet, film, foil",2,1
"Chassis for trailers, sem","Plastic reservoirs, tanks",2,1
"Chassis for trailers, sem",Base metal hinges,2,1
"Chassis for trailers, sem",Base metal cylinder locks,2,1
"Chassis for trailers, sem",Base metal padlocks,2,1
"Chassis for trailers, sem",Endless bands for machine,2,1
"Chassis for trailers, sem",Iron or steel spring wash,2,1
"Chassis for trailers, sem","Tanks, casks, drums, cans",2,1
"Chassis for trailers, sem",Self-propelled coal or ro,1,1
"Chassis for trailers, sem","Files, rasps and similar ",1,1
"Chassis for trailers, sem","Base metal hooks, eyes, e",1,1
"Chassis for trailers, sem",Rubber tubing not reinfor,1,2
"Chassis for trailers, sem",Monofilament with any cro,1,1
"Chassis for trailers, sem","Spools, cops, bobbins and",1,1
"Chassis for trailers, sem","Plastic carboys, bottles,",1,1
"Chassis for trailers, sem",Artificial guts (sausage ,1,1
"Chassis for trailers, sem","Flexible tubes, pipes and",1,1
"Chassis for trailers, sem","Aluminium plates, sheets ",1,1
"Chassis for trailers, sem",Hydraulic brake fluids an,1,1
"Chassis for trailers, sem",Adhesives based on natura,1,1
"Chassis for trailers, sem","Submersible motor, single",1,1
"Chassis for trailers, sem","Balls, needles and roller",1,1
"Chassis for trailers, sem",Parts for air conditionin,1,1
"Chassis for trailers, sem",Machinery and apparatus f,1,2
"Chassis for trailers, sem",Cylinders for calendering,1,1
"Chassis for trailers, sem",Fire extinguishers,1,1
"Chassis for trailers, sem",Lead-acid accumulators of,1,1
"Chassis for trailers, sem",Electronic flow meters (e,1,1
"Chassis for trailers, sem","Electrical signalling, sa",1,1
"Chassis for trailers, sem",Tungsten halogen filament,1,1
Compressors for refrigera,Machines for treating met,26,1
Compressors for refrigera,"Boards, panels, consoles,",14,1
Compressors for refrigera,Bumpers and parts thereof,11,1
Compressors for refrigera,Parts and accessories of ,2,1
Compressors for refrigera,Hard rubber or plastic co,8,1
Compressors for refrigera,Numerical control panels ,8,1
Compressors for refrigera,"Spools, cops, bobbins and",8,1
Compressors for refrigera,Test benches,8,1
Compressors for refrigera,Iron or steel equipment f,7,1
Compressors for refrigera,Parts suitable for use so,1,1
Compressors for refrigera,Electrical apparatus for ,7,1
Compressors for refrigera,Plugs and sockets for coa,6,1
Compressors for refrigera,Railway or tramway track ,6,1
Compressors for refrigera,Parts and accessories for,1,1
Compressors for refrigera,Sub-contracted operations,1,1
Compressors for refrigera,Parts of machinery of HS ,1,1
Compressors for refrigera,Multichip integrated circ,4,1
Compressors for refrigera,Base metal hinges,4,1
Compressors for refrigera,"Files, rasps and similar ",4,1
Compressors for refrigera,Parts for machines for as,4,1
Compressors for refrigera,Base stations,4,1
Compressors for refrigera,Searchlights and spotligh,4,1
Compressors for refrigera,"Trunking, ducting and cab",4,1
Compressors for refrigera,Parts of electrical telep,4,1
Compressors for refrigera,Rectifiers (excluding of ,4,1
Compressors for refrigera,Other electric conductors,4,1
Compressors for refrigera,"Appliance cords, extensio",4,1
Compressors for refrigera,Machines with translation,4,1
Compressors for refrigera,Endless bands for machine,3,1
Compressors for refrigera,Electric motors of an out,3,1
Compressors for refrigera,Iron or steel hot-worked ,3,1
Compressors for refrigera,Parts for air conditionin,3,2
Compressors for refrigera,Hydraulic cylinders,3,1
Compressors for refrigera,"Hydraulic systems, with c",3,1
Compressors for refrigera,Parts of gas turbines (ex,3,1
Compressors for refrigera,Parts of bearing housings,3,1
Compressors for refrigera,"Parts for converters, lad",3,1
Compressors for refrigera,"Printers, capable of conn",2,1
Compressors for refrigera,Heat exchange units,2,1
Compressors for refrigera,Machinery and apparatus f,1,1
Compressors for refrigera,Safety seat belts,2,1
Compressors for refrigera,Pneumatic elevators and c,2,1
Compressors for refrigera,"Cases, boxes, crates, dru",2,1
Compressors for refrigera,Gear boxes for stationary,2,1
Compressors for refrigera,Bodies for motor cars and,1,1
Compressors for refrigera,Other trailers and semi-t,1,1
Compressors for refrigera,Rubber tubing not reinfor,1,1
Compressors for refrigera,Rubber compounded with ca,1,1
Compressors for refrigera,Articles of cellular rubb,1,1
Compressors for refrigera,"Non-cellular plates, shee",1,1
Compressors for refrigera,"Plastic carboys, bottles,",1,1
Compressors for refrigera,"Other plates..., of polym",1,1
Compressors for refrigera,Parts of pumps for liquid,1,1
Compressors for refrigera,"Parts of agricultural, ho",1,1
Compressors for refrigera,Cylinders for calendering,1,1
Compressors for refrigera,Electronic flow meters (e,1,1
"Shavers, hair-removing ap",Hard rubber or plastic co,25,2
"Shavers, hair-removing ap",Moulding boxes for metal ,20,1
"Shavers, hair-removing ap",Machines for treating met,9,1
